114,1.6583,1.981,2.3595,2.6196,2.8627,3.1633,3.3779
115,1.6582,1.9808,2.3592,2.6192,2.8622,3.1626,3.3771
116,1.6581,1.9806,2.3589,2.6189,2.8617,3.162,3.3764
117,1.658,1.9805,2.3586,2.6185,2.8612,3.1614,3.3756
118,1.6579,1.9803,2.3583,2.6181,2.8608,3.1607,3.3749
119,1.6578,1.9801,2.3581,2.6178,2.8603,3.1601,3.3741
120,1.6577,1.9799,2.3578,2.6174,2.8599,3.1595,3.3735
121,1.6575,1.9798,2.3576,2.6171,2.8594,3.1589,3.3727
122,1.6574,1.9796,2.3573,2.6168,2.859,3.1584,3.3721
123,1.6573,1.9794,2.3571,2.6164,2.8585,3.1578,3.3714
124,1.6572,1.9793,2.3568,2.6161,2.8582,3.1573,3.3707
125,1.6571,1.9791,2.3565,2.6158,2.8577,3.1567,3.37
126,1.657,1.979,2.3563,2.6154,2.8573,3.1562,3.3694
127,1.657,1.9788,2.3561,2.6151,2.8569,3.1556,3.3688
128,1.6568,1.9787,2.3559,2.6148,2.8565,3.1551,3.3682
129,1.6568,1.9785,2.3556,2.6145,2.8561,3.1546,3.3676
130,1.6567,1.9784,2.3554,2.6142,2.8557,3.1541,3.3669
131,1.6566,1.9782,2.3552,2.6139,2.8554,3.1536,3.3663
132,1.6565,1.9781,2.3549,2.6136,2.855,3.1531,3.3658
133,1.6564,1.9779,2.3547,2.6133,2.8546,3.1526,3.3652
134,1.6563,1.9778,2.3545,2.613,2.8542,3.1522,3.3646
135,1.6562,1.9777,2.3543,2.6127,2.8539,3.1517,3.3641
136,1.6561,1.9776,2.3541,2.6125,2.8536,3.1512,3.3635
137,1.6561,1.9774,2.3539,2.6122,2.8532,3.1508,3.363
138,1.656,1.9773,2.3537,2.6119,2.8529,3.1503,3.3624
139,1.6559,1.9772,2.3535,2.6117,2.8525,3.1499,3.3619
140,1.6558,1.9771,2.3533,2.6114,2.8522,3.1495,3.3614
141,1.6557,1.9769,2.3531,2.6112,2.8519,3.1491,3.3609
142,1.6557,1.9768,2.3529,2.6109,2.8516,3.1486,3.3604
143,1.6556,1.9767,2.3527,2.6106,2.8512,3.1482,3.3599
144,1.6555,1.9766,2.3525,2.6104,2.851,3.1478,3.3594
145,1.6554,1.9765,2.3523,2.6102,2.8506,3.1474,3.3589
146,1.6554,1.9764,2.3522,2.6099,2.8503,3.147,3.3584
147,1.6553,1.9762,2.352,2.6097,2.85,3.1466,3.3579
148,1.6552,1.9761,2.3518,2.6094,2.8497,3.1462,3.3575
149,1.6551,1.976,2.3516,2.6092,2.8494,3.1458,3.357
150,1.6551,1.9759,2.3515,2.609,2.8491,3.1455,3.3565
151,1.655,1.9758,2.3513,2.6088,2.8489,3.1451,3.3561
152,1.6549,1.9757,2.3511,2.6085,2.8486,3.1447,3.3557
153,1.6549,1.9756,2.351,2.6083,2.8483,3.1443,3.3552
154,1.6548,1.9755,2.3508,2.6081,2.8481,3.144,3.3548
155,1.6547,1.9754,2.3507,2.6079,2.8478,3.1436,3.3544
156,1.6547,1.9753,2.3505,2.6077,2.8475,3.1433,3.354
157,1.6546,1.9752,2.3503,2.6075,2.8472,3.143,3.3536
158,1.6546,1.9751,2.3502,2.6073,2.847,3.1426,3.3531
159,1.6545,1.975,2.35,2.6071,2.8467,3.1423,3.3528
160,1.6544,1.9749,2.3499,2.6069,2.8465,3.1419,3.3523
161,1.6544,1.9748,2.3497,2.6067,2.8463,3.1417,3.352
162,1.6543,1.9747,2.3496,2.6065,2.846,3.1413,3.3516
163,1.6543,1.9746,2.3495,2.6063,2.8458,3.141,3.3512
164,1.6542,1.9745,2.3493,2.6062,2.8455,3.1407,3.3508
165,1.6542,1.9744,2.3492,2.606,2.8452,3.1403,3.3505
166,1.6541,1.9744,2.349,2.6058,2.845,3.14,3.3501
167,1.654,1.9743,2.3489,2.6056,2.8448,3.1398,3.3497
168,1.654,1.9742,2.3487,2.6054,2.8446,3.1394,3.3494
169,1.6539,1.9741,2.3486,2.6052,2.8443,3.1392,3.349
170,1.6539,1.974,2.3485,2.6051,2.8441,3.1388,3.3487
171,1.6538,1.9739,2.3484,2.6049,2.8439,3.1386,3.3483
172,1.6537,1.9739,2.3482,2.6047,2.8437,3.1383,3.348
173,1.6537,1.9738,2.3481,2.6046,2.8435,3.138,3.3477
174,1.6537,1.9737,2.348,2.6044,2.8433,3.1377,3.3473
175,1.6536,1.9736,2.3478,2.6042,2.843,3.1375,3.347
176,1.6536,1.9735,2.3477,2.6041,2.8429,3.1372,3.3466
177,1.6535,1.9735,2.3476,2.6039,2.8427,3.1369,3.3464
178,1.6535,1.9734,2.3475,2.6037,2.8424,3.1366,3.346
179,1.6534,1.9733,2.3474,2.6036,2.8423,3.1364,3.3457
180,1.6534,1.9732,2.3472,2.6034,2.842,3.1361,3.3454
181,1.6533,1.9731,2.3471,2.6033,2.8419,3.1358,3.3451
182,1.6533,1.9731,2.347,2.6031,2.8416,3.1356,3.3448
183,1.6532,1.973,2.3469,2.603,2.8415,3.1354,3.3445
184,1.6532,1.9729,2.3468,2.6028,2.8413,3.1351,3.3442
185,1.6531,1.9729,2.3467,2.6027,2.8411,3.1349,3.3439
186,1.6531,1.9728,2.3466,2.6025,2.8409,3.1346,3.3436
187,1.6531,1.9727,2.3465,2.6024,2.8407,3.1344,3.3433
188,1.653,1.9727,2.3463,2.6022,2.8406,3.1341,3.343
189,1.6529,1.9726,2.3463,2.6021,2.8403,3.1339,3.3428
190,1.6529,1.9725,2.3461,2.6019,2.8402,3.1337,3.3425
191,1.6529,1.9725,2.346,2.6018,2.84,3.1334,3.3422
192,1.6528,1.9724,2.3459,2.6017,2.8398,3.1332,3.3419
193,1.6528,1.9723,2.3458,2.6015,2.8397,3.133,3.3417
194,1.6528,1.9723,2.3457,2.6014,2.8395,3.1328,3.3414
195,1.6527,1.9722,2.3456,2.6013,2.8393,3.1326,3.3411
196,1.6527,1.9721,2.3455,2.6012,2.8392,3.1323,3.3409
197,1.6526,1.9721,2.3454,2.601,2.839,3.1321,3.3406
198,1.6526,1.972,2.3453,2.6009,2.8388,3.1319,3.3403
199,1.6525,1.972,2.3452,2.6008,2.8387,3.1317,3.3401
200,1.6525,1.9719,2.3451,2.6007,2.8385,3.1315,3.3398
